File;albensis;apis;baretiae;baumannii;baylyi;beijerinckii;bereziniae;bohemicus;boissieri;bouvetii;brisouii;calcoaceticus;celticus;chengduensis;chinensis;colistiniresistens;courvalinii;cumulans;defluvii;dispersus;equi;gandensis;gerneri;gs06;gs16;guerrae;guillouiae;gyllenbergii;haemolyticus;halotolerans;harbinensis;idrijaensis;indicus;johnsonii;junii;kanungonis;kookii;kyonggiensis;lactucae;lanii;larvae;lwoffii;marinus;modestus;nectaris;nosocomialis;oleivorans;parvus;piscicola;pittii;pollinis;populi;portensis;pragensis;proteolyticus;pseudolwoffii;pullicarnis;puyangensis;qingfengensis;radioresistens;rathckeae;rongchengensis;rudis;schindleri;seifertii;seohaensis;shaoyimingii;sichuanensis;soli;stercoris;tandoii;terrae;terrestris;tianfuensis;tjernbergiae;towneri;ursingii;variabilis;venetianus;vivianii;wanghuae;wuhouensis;echte Spezies;predicted;x;max score;comment
GCF_001543995;0.01;0.01;0;0.43;0.01;0.02;0.01;0.01;0;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0.06;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.43;
GCF_001544395;0;0;0;0.3;0.01;0.01;0.01;0.01;0;0;0;0.06;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.02;0.01;0.01;0.01;0.07;0;0;0;0;0.01;0;0.07;0;0.01;0.01;0.05;0;0;0.01;0;0.01;0.01;0;0;0;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.3;
GCF_001549575;0.01;0;0;0.35;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0;0.01;0;0;0.01;0.01;0.17;0.14;0.01;0.01;0.12;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.18;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.35;
GCF_001573065;0.01;0;0.01;0.48;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.16;0.13;0.02;0.01;0.11;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.18;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.48;
GCF_001573085;0.01;0;0;0.43;0.01;0.02;0.01;0.01;0;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.09;0.04;0.02;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.02;0;0.01;0.01;0;0.02;0.01;0.01;0.05;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.43;
GCF_001573105;0.01;0;0;0.41;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0;0.01;0.01;0.11;0.05;0.02;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0;0;0.01;0;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.41;
GCF_001573125;0.01;0;0;0.48;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0.01;0.17;0.13;0.01;0.01;0.11;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.18;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.48;
GCF_000529235;0.01;0;0;0.08;0.01;0.01;0.04;0.01;0;0;0.01;0.07;0;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.01;0.13;0.01;0.01;0.01;0;0.01;0;0.07;0.12;0.02;0.01;0.26;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.02;0.01;0.01;0.09;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0.01;pittii;sp.;FALSCH;0.26;
GCF_001576615;0;0;0;0.46;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0;0.01;0;0;0.01;0;0.16;0.09;0.01;0.01;0.1;0;0;0.01;0.01;0.01;0;0.01;0;0;0.01;0;0.01;0.01;0.01;0.12;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.46;
GCF_001577285;0.01;0.01;0;0.07;0.01;0.02;0.02;0.01;0;0.01;0.01;0.09;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0;0.01;0.02;0.02;0.01;0.01;0.01;0.15;0.01;0.01;0.01;0;0.01;0.01;0.05;0.01;0.02;0.01;0.36;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0.02;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.01;0.02;pittii;pittii;WAHR;0.36;
GCF_000580975;0.01;0;0;0.26;0.01;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0.01;0.14;0.06;0.01;0.01;0.08;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;baumannii;sp.;FALSCH;0.26;
GCF_000582295;0.01;0;0;0.26;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0;0.01;0.02;0.01;0.01;0.01;0.01;0;0.09;0.01;0.01;0.02;0;0.01;0.01;0.19;0.08;0.02;0.01;0.11;0.01;0;0;0.01;0.01;0.01;0.02;0.01;0;0.01;0;0.01;0.01;0.01;0.11;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;sp.;FALSCH;0.26;
GCF_000588235;0;0;0;0.26;0.01;0.01;0.01;0.01;0;0.01;0;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0.01;0.01;0;0.01;0.01;0.01;0.15;0.06;0.01;0;0.06;0;0.01;0.01;0;0.01;0.01;0.01;0;0.01;0.01;0;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;sp.;FALSCH;0.26;
GCF_000611485;0.01;0.01;0;0.26;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.12;0.07;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.02;baumannii;sp.;FALSCH;0.26;
GCF_001584665;0.01;0;0;0.01;0.01;0.04;0.02;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.03;0.01;0.01;0.03;0.01;0.01;0.02;0.03;0.03;0.01;0.01;0.03;0.03;0.02;0.01;0;0.01;0.01;0.04;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.03;0.01;0.02;0;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.34;0.04;0.01;0.01;venetianus;venetianus;WAHR;0.34;
GCF_000682275;0.01;0;0.01;0.26;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.16;0.09;0.02;0.01;0.12;0;0.01;0.01;0;0.02;0.01;0.02;0;0.01;0.01;0.01;0.02;0.01;0.01;0.11;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.03;0.02;0.01;0.02;baumannii;sp.;FALSCH;0.26;
GCF_001592855;0.01;0;0;0.01;0.01;0.01;0.02;0.02;0;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.16;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.02;0.01;0;0;0.01;0;0.02;0.01;0.03;0.01;0.02;0.01;0.01;0;0.01;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;sp.;sp.;WAHR;0.16;
GCF_001593425;0.01;0.01;0;0.34;0.01;0.02;0.01;0.01;0.01;0.01;0;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.05;0.02;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;baumannii;baumannii;WAHR;0.34;
GCF_000829655;0.01;0;0;0;0;0.01;0.02;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.26;0.01;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0;0.01;0;0.01;0;0.01;0.01;0.01;0.02;0.01;0;0;0.01;0;0.01;0.01;0.01;0;0;0;0;0.02;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.02;guillouiae;sp.;FALSCH;0.26;
GCF_000876075;0.01;0;0;0.26;0.01;0.01;0.04;0.01;0;0.01;0;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0.01;0;0.12;0.07;0.01;0;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.03;0;0.01;0.11;0.01;0;0.04;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0.01;baumannii;sp.;FALSCH;0.26;
GCF_001605865;0;0;0;0.01;0.01;0.03;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0;0.05;0.06;0.01;0.01;0.05;0;0.01;0.01;0.01;0.04;0.01;0.01;0.04;0.02;0.02;0;0;0.01;0.01;0.02;0.01;0.01;0;0.01;0.01;0;0.01;0;0.03;0;0.01;0.02;0.02;0;0.01;0;0;0;0;0.07;0.01;0;0;0;0.01;0;0.01;0;0;0.02;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.03;0.01;0.01;0.01;0.02;0.21;0;0;sp.;sp.;WAHR;0.21;
GCF_001605885;0.01;0;0;0.05;0.01;0.01;0.01;0.01;0;0;0;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0;0;0.01;1;0.01;0;0.01;0;0.01;0.01;0.09;0.12;0.01;0;0.18;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.07;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0;0.01;lactucae;lactucae;WAHR;1;
GCF_001605895;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0;0.04;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0.01;0;0;0.01;0;0.01;0;0;0;0.01;1;0.01;0.01;0.01;0;0;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;pragensis;pragensis;WAHR;1;
GCF_001611995;0;0;0;0.31;0;0.01;0.01;0.01;0;0;0;0.05;0;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0.06;0;0;0.01;0;0.01;0;0.11;0.05;0.01;0;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0;0;0.01;0;0.01;0.07;0.01;0;0.01;0;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.31;
GCF_001612005;0.01;0;0;0.42;0.01;0.01;0.01;0.01;0;0.01;0.01;0.04;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0;0;0.01;0;0.01;0;0.12;0.08;0.01;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.12;0.01;0;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.42;
GCF_000988155;0.01;0;0;0.26;0.01;0.01;0.02;0.01;0;0.01;0;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0;0;0.01;0;0.01;0;0.15;0.07;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;baumannii;sp.;FALSCH;0.26;
GCF_001612025;0;0;0;0.3;0.01;0.01;0.01;0.01;0;0.01;0;0.05;0;0;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.05;0.02;0.01;0.01;0.07;0;0;0.01;0;0.01;0.01;0;0;0;0.01;0;0.01;0;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.3;
GCF_001612075;0.01;0;0;0.38;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.01;0.08;0;0.01;0.01;0;0.01;0;0.14;0.08;0.01;0.01;0.09;0;0;0;0.01;0.01;0;0.01;0;0;0.01;0;0.01;0.01;0.01;0.11;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.38;
GCF_001373575;0.01;0;0;0.26;0.01;0.01;0.01;0.01;0;0.01;0.01;0.04;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0.01;0.13;0.09;0.01;0.01;0.1;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.11;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;baumannii;sp.;FALSCH;0.26;
GCF_001414705;0;0;0;0.08;0.01;0.01;0.02;0.01;0;0;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.16;0;0;0.01;0;0.01;0;0.06;0.1;0.01;0;0.26;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0;0.01;pittii;sp.;FALSCH;0.26;
GCF_001612115;0.01;0;0;0.32;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0;0.01;0.11;0.04;0.01;0.01;0.06;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.32;
GCF_001612155;0;0;0;0.49;0.01;0.01;0.01;0;0;0;0;0.07;0.01;0;0;0;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0;0;0.06;0.01;0;0.01;0;0.01;0;0.08;0.03;0.01;0;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0;0;0.01;0;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.49;
GCF_001612175;0;0;0;0.36;0.01;0.01;0.01;0.01;0;0.01;0;0.07;0;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0;0.01;0.08;0;0;0;0;0.01;0;0.14;0.07;0.01;0;0.08;0;0;0.01;0;0.01;0;0.01;0;0;0;0;0.01;0;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.36;
GCF_001612185;0;0;0;0.43;0.01;0.01;0.01;0.01;0;0;0;0.06;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0;0.01;0.07;0;0;0;0;0.01;0;0.12;0.06;0.01;0;0.08;0;0;0.01;0;0.01;0;0.01;0;0;0.01;0;0.01;0;0.01;0.09;0;0;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.43;
GCF_001612215;0;0;0;0.36;0.01;0.01;0.01;0.01;0;0;0.01;0.04;0;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.01;0.08;0;0.01;0.01;0;0.01;0;0.1;0.06;0.01;0.01;0.09;0;0;0.01;0.01;0.01;0.01;0;0;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.36;
GCF_001612235;0.01;0;0;0.47;0.01;0.01;0.01;0.01;0;0.01;0.01;0.08;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0;0.01;0.06;0.01;0;0.01;0;0.01;0;0.14;0.06;0.01;0.01;0.08;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0;0;0.01;0;0.01;0.08;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.47;
GCF_001415355;0;0;0;0.26;0.01;0.01;0.01;0;0;0;0;0.04;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0;0.01;0.06;0;0;0.01;0;0.01;0;0.11;0.06;0.01;0.01;0.07;0;0;0;0;0.01;0;0;0;0;0.01;0;0.01;0;0.01;0.09;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;sp.;FALSCH;0.26;
GCF_001612275;0.01;0;0;0.33;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0;0;0.01;0.07;0;0;0.01;0;0;0;0.12;0.07;0.01;0.01;0.1;0;0;0;0;0.01;0.01;0;0;0;0.01;0;0.01;0;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.33;
GCF_001612285;0.01;0;0;0.46;0.01;0.01;0.01;0.01;0;0;0;0.06;0;0;0;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0;0.01;0.07;0;0;0.01;0;0.01;0;0.13;0.07;0.01;0.01;0.11;0;0;0;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.46;
GCF_001612315;0.01;0;0;0.4;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0.01;0.01;0.07;0;0;0.01;0;0.01;0;0.12;0.05;0.01;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0;0;0.01;0;0.01;0.08;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;baumannii;baumannii;WAHR;0.4;
GCF_001612335;0;0;0;0.33;0.01;0.01;0.01;0.01;0;0.01;0;0.04;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0.08;0.01;0;0.01;0;0.01;0;0.12;0.07;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.09;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.33;
GCF_001612355;0;0;0;0.5;0.01;0.01;0.01;0;0;0.01;0;0.05;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0;0;0;0.01;0;0.09;0.07;0.01;0.01;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0;0.1;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.5;
